idade,renda,tipo_moradia,tempo_emprego,finalidade_emp,score_emp,valor_emp,tx_jr_emp,perc_comp_renda,hist_inad,hist_credito,inad
22,50000,FINANCIADA,4.0,EDUCACAO,A,12000,7.29,0.24,N,3,0
25,50000,FINANCIADA,5.0,EDUCACAO,C,4000,13.43,0.08,S,3,0
26,48700,ALUGADA,0.0,SAUDE,D,6000,14.59,0.12,N,3,1
22,54996,ALUGADA,4.0,LAZER,B,6000,10.75,0.11,N,3,0
26,50000,FINANCIADA,1.0,LAZER,B,15000,10.37,0.3,N,2,0
25,55000,ALUGADA,0.0,RENEGOCIACAO,B,6000,10.65,0.11,N,2,0
22,55000,ALUGADA,6.0,EDUCACAO,C,6000,14.27,0.11,S,2,0
23,50000,FINANCIADA,2.0,RENEGOCIACAO,B,14400,10.0,0.29,N,2,0
22,55000,ALUGADA,2.0,EDUCACAO,A,6000,8.9,0.11,N,3,0
24,55000,ALUGADA,0.0,RENEGOCIACAO,A,6000,6.03,0.11,N,4,0
22,55000,ALUGADA,6.0,EDUCACAO,A,6000,6.62,0.11,N,2,0
24,50000,FINANCIADA,2.0,PESSOAL,A,7000,5.42,0.14,N,4,0
23,55000,ALUGADA,7.0,EDUCACAO,B,6000,10.99,0.11,N,2,0
22,55000,ALUGADA,6.0,RENEGOCIACAO,A,6000,6.99,0.11,N,3,0
21,49000,ALUGADA,4.0,LAZER,D,6000,15.99,0.12,N,4,1
26,55000,ALUGADA,10.0,SAUDE,A,6000,5.42,0.11,N,4,0
22,55000,ALUGADA,7.0,EDUCACAO,B,6000,9.25,0.11,N,3,0
22,50000,FINANCIADA,4.0,RENEGOCIACAO,B,5150,8.88,0.1,N,2,0
24,50000,FINANCIADA,8.0,SAUDE,A,12000,5.42,0.24,N,2,0
21,49000,ALUGADA,5.0,RENEGOCIACAO,D,6000,14.84,0.12,S,4,1
26,55000,ALUGADA,6.0,REFORMA,A,6000,7.14,0.11,N,4,0
21,55000,ALUGADA,3.0,EDUCACAO,B,6000,10.99,0.11,N,3,0
22,55000,ALUGADA,5.0,RENEGOCIACAO,A,6000,7.51,0.11,N,3,0
22,50000,FINANCIADA,4.0,PESSOAL,B,7000,9.25,0.14,N,3,0
26,49200,ALUGADA,7.0,SAUDE,D,6000,16.49,0.12,S,2,1
23,56000,ALUGADA,6.0,EDUCACAO,A,6000,7.49,0.11,N,4,0
25,50000,FINANCIADA,7.0,PESSOAL,C,6600,12.61,0.13,S,3,0
24,50000,FINANCIADA,5.0,PESSOAL,A,6000,6.17,0.12,N,2,0
25,56000,ALUGADA,1.0,REFORMA,B,6000,10.74,0.11,N,2,0
25,50000,FINANCIADA,9.0,EDUCACAO,A,5000,5.79,0.1,N,2,0
22,50000,FINANCIADA,0.0,RENEGOCIACAO,A,12800,5.79,0.26,N,2,0
23,50000,ALUGADA,1.0,RENEGOCIACAO,B,6000,11.48,0.12,N,4,1
24,57000,ALUGADA,0.0,LAZER,A,6000,7.9,0.11,N,3,0
25,57000,ALUGADA,5.0,PESSOAL,A,6000,8.0,0.11,N,3,0
22,58000,ALUGADA,2.0,PESSOAL,A,6000,6.92,0.1,N,4,0
25,58000,ALUGADA,3.0,SAUDE,B,6000,12.18,0.1,N,4,0
21,50000,FINANCIADA,5.0,SAUDE,A,15000,6.54,0.3,N,4,0
23,50000,FINANCIADA,4.0,LAZER,E,15250,15.95,0.3,N,3,0
24,58000,ALUGADA,3.0,LAZER,C,6000,12.87,0.1,S,2,0
22,52800,ALUGADA,6.0,EDUCACAO,C,6000,11.97,0.11,N,2,1
22,50000,FINANCIADA,5.0,LAZER,B,10000,10.36,0.2,N,3,0
22,50000,FINANCIADA,6.0,PESSOAL,B,8000,11.12,0.16,N,3,0
25,59366,ALUGADA,4.0,SAUDE,B,6000,11.11,0.1,N,2,0
24,59400,ALUGADA,8.0,RENEGOCIACAO,A,6000,7.9,0.1,N,3,0
24,50000,FINANCIADA,2.0,EDUCACAO,D,25000,15.58,0.5,S,3,0
23,59785,ALUGADA,2.0,EDUCACAO,A,6000,8.94,0.1,N,3,0
22,50000,FINANCIADA,7.0,EDUCACAO,A,12800,7.88,0.26,N,3,0
25,50000,FINANCIADA,9.0,PESSOAL,C,2500,13.61,0.05,N,3,0
22,60000,ALUGADA,5.0,EDUCACAO,B,6000,11.49,0.1,N,4,0
22,50000,PROPRIA,2.0,EDUCACAO,B,5600,11.86,0.11,N,2,0
22,60000,ALUGADA,6.0,SAUDE,B,6000,11.99,0.1,N,3,0
23,54000,ALUGADA,5.0,RENEGOCIACAO,D,6000,15.62,0.11,S,4,1
24,54000,ALUGADA,3.0,REFORMA,B,6000,10.99,0.11,N,2,1
25,60000,ALUGADA,9.0,PESSOAL,D,6000,14.54,0.1,S,3,0
23,54000,ALUGADA,2.0,RENEGOCIACAO,D,6000,14.09,0.11,S,3,1
26,50000,PROPRIA,11.0,REFORMA,B,1800,11.49,0.04,N,4,0
26,50000,FINANCIADA,10.0,PESSOAL,A,10000,7.51,0.2,N,3,0
24,50000,FINANCIADA,8.0,REFORMA,A,9000,7.14,0.18,N,2,0
25,50000,FINANCIADA,3.0,REFORMA,C,4800,13.61,0.1,S,2,0
24,60000,ALUGADA,9.0,SAUDE,A,6000,7.51,0.1,N,3,0
23,50000,PROPRIA,3.0,PESSOAL,B,1500,11.49,0.03,N,2,0
23,50000,FINANCIADA,2.0,EDUCACAO,C,8000,13.61,0.16,N,2,0
23,54000,ALUGADA,6.0,REFORMA,E,6000,16.45,0.11,N,2,1
24,60000,ALUGADA,0.0,REFORMA,B,6000,11.48,0.1,N,2,0
22,50000,FINANCIADA,4.0,EDUCACAO,A,5000,7.51,0.1,N,2,0
26,50000,PROPRIA,5.0,SAUDE,A,3250,7.51,0.07,N,2,0
23,44000,FINANCIADA,7.0,PESSOAL,A,8500,7.14,0.19,N,3,1
23,50000,FINANCIADA,2.0,PESSOAL,B,4000,11.86,0.08,N,3,0
25,50000,PROPRIA,9.0,LAZER,C,12000,13.98,0.24,N,2,0
21,62000,ALUGADA,2.0,EDUCACAO,B,6000,10.25,0.1,N,4,0
22,24000,ALUGADA,6.0,RENEGOCIACAO,B,7125,9.67,0.3,N,3,0
22,50000,FINANCIADA,5.0,EDUCACAO,B,15000,10.25,0.3,N,3,0
23,25279,ALUGADA,7.0,PESSOAL,D,7125,17.58,0.28,S,4,0
22,26124,ALUGADA,2.0,EDUCACAO,A,7125,5.79,0.27,N,2,0
24,70000,ALUGADA,8.0,LAZER,A,7125,6.92,0.1,N,2,0
22,50000,FINANCIADA,6.0,RENEGOCIACAO,B,10000,9.88,0.2,N,4,0
26,15000,ALUGADA,2.0,SAUDE,B,7100,9.99,0.47,N,4,1
23,25000,ALUGADA,1.0,PESSOAL,A,7100,7.9,0.28,N,2,0
25,50000,FINANCIADA,9.0,RENEGOCIACAO,B,5000,11.36,0.1,N,2,0
25,33000,ALUGADA,1.0,LAZER,C,7100,14.65,0.22,S,4,1
23,50000,FINANCIADA,4.0,EDUCACAO,B,20000,10.62,0.4,N,4,0
23,44400,ALUGADA,2.0,RENEGOCIACAO,A,7100,6.99,0.16,N,3,1
25,95000,ALUGADA,3.0,RENEGOCIACAO,A,7100,6.99,0.07,N,2,0
25,96000,ALUGADA,9.0,REFORMA,A,7075,5.99,0.07,N,4,0
22,50000,FINANCIADA,3.0,EDUCACAO,A,2500,7.51,0.05,N,4,0
22,30500,ALUGADA,0.0,EDUCACAO,A,7025,6.54,0.23,N,4,1
22,10000,ALUGADA,0.0,REFORMA,B,7000,12.21,0.7,N,2,1
25,50000,FINANCIADA,9.0,RENEGOCIACAO,A,18000,7.88,0.36,N,2,0
22,50000,PROPRIA,2.0,LAZER,C,6000,14.22,0.12,N,2,0
22,15090,ALUGADA,0.0,EDUCACAO,A,7000,8.94,0.46,N,4,1
22,18000,ALUGADA,1.0,REFORMA,B,7000,10.65,0.39,N,2,1
25,50000,FINANCIADA,4.0,PESSOAL,A,6000,6.76,0.12,N,3,0
23,18000,ALUGADA,1.0,PESSOAL,A,7000,7.88,0.39,N,4,1
21,18000,ALUGADA,5.0,REFORMA,B,7000,11.14,0.39,N,4,1
22,50000,FINANCIADA,0.0,PESSOAL,A,6250,7.88,0.13,N,2,0
21,19200,ALUGADA,5.0,REFORMA,C,7000,14.35,0.36,N,2,1
25,19200,ALUGADA,1.0,LAZER,E,7000,16.82,0.36,S,3,1
23,21600,ALUGADA,5.0,LAZER,A,7000,6.62,0.32,N,2,1
21,21600,ALUGADA,6.0,EDUCACAO,C,7000,13.98,0.32,S,3,1
26,22480,ALUGADA,0.0,REFORMA,A,7000,8.0,0.31,N,4,1
22,22500,ALUGADA,2.0,RENEGOCIACAO,B,7000,10.38,0.31,N,3,1
24,22680,ALUGADA,9.0,RENEGOCIACAO,B,7000,10.62,0.31,N,3,1
23,50000,FINANCIADA,3.0,LAZER,C,7000,13.48,0.14,S,2,0
26,22884,ALUGADA,2.0,SAUDE,A,7000,7.51,0.31,N,4,1
23,44000,FINANCIADA,0.0,SAUDE,F,2000,19.13,0.05,S,3,1
23,50000,FINANCIADA,5.0,PESSOAL,B,9000,11.14,0.18,N,2,0
26,50000,FINANCIADA,0.0,EDUCACAO,A,10000,7.74,0.2,N,2,0
25,23000,ALUGADA,0.0,RENEGOCIACAO,D,7000,12.49,0.3,S,4,1
22,50000,FINANCIADA,0.0,PESSOAL,B,2500,12.18,0.05,N,4,0
22,24000,ALUGADA,6.0,LAZER,B,7000,12.42,0.29,N,2,0
26,24000,ALUGADA,2.0,PESSOAL,C,7000,12.99,0.29,N,3,0
24,24000,ALUGADA,0.0,PESSOAL,D,7000,15.62,0.29,N,2,1
22,50000,FINANCIADA,5.0,PESSOAL,B,2000,12.18,0.04,N,3,0
23,50000,PROPRIA,3.0,LAZER,A,5000,8.94,0.1,N,3,0
22,50000,PROPRIA,3.0,EDUCACAO,A,6000,8.94,0.12,N,2,0
26,50000,FINANCIADA,5.0,EDUCACAO,A,5000,7.4,0.1,N,2,0
24,44000,FINANCIADA,0.0,EDUCACAO,D,15000,15.31,0.34,N,2,1
25,24000,ALUGADA,0.0,LAZER,E,7000,16.45,0.29,S,2,1
22,24996,ALUGADA,6.0,RENEGOCIACAO,B,7000,11.86,0.28,N,2,0
21,25000,ALUGADA,1.0,EDUCACAO,B,7000,12.69,0.28,N,2,0
22,50000,FINANCIADA,6.0,LAZER,C,10500,14.26,0.21,S,2,0
22,63000,ALUGADA,6.0,PESSOAL,B,6000,11.49,0.1,N,2,0
26,63000,ALUGADA,3.0,REFORMA,C,6000,13.23,0.1,N,2,0
23,63402,ALUGADA,3.0,RENEGOCIACAO,C,6000,13.22,0.09,N,4,0
25,57500,ALUGADA,4.0,LAZER,C,6000,11.28,0.1,N,2,1
24,58668,ALUGADA,8.0,SAUDE,D,6000,15.05,0.1,S,4,1
23,65000,ALUGADA,7.0,EDUCACAO,C,6000,15.23,0.09,N,3,0
23,65000,ALUGADA,2.0,EDUCACAO,B,6000,11.99,0.09,N,2,0
26,65000,ALUGADA,7.0,EDUCACAO,D,6000,16.49,0.09,S,2,0
25,59000,ALUGADA,9.0,LAZER,C,6000,15.23,0.1,N,3,1
23,44000,FINANCIADA,8.0,PESSOAL,B,15000,12.18,0.34,N,3,1
22,50000,FINANCIADA,2.0,RENEGOCIACAO,A,11000,8.94,0.22,N,4,0
25,65000,ALUGADA,8.0,EDUCACAO,C,6000,13.06,0.09,S,3,0
24,59000,ALUGADA,2.0,RENEGOCIACAO,D,6000,16.0,0.1,N,4,1
23,65000,ALUGADA,0.0,EDUCACAO,A,6000,9.63,0.09,N,3,0
25,65004,ALUGADA,0.0,RENEGOCIACAO,C,6000,12.87,0.09,N,4,0
21,65004,ALUGADA,5.0,PESSOAL,A,6000,7.68,0.09,N,3,0
22,50000,FINANCIADA,0.0,EDUCACAO,B,20000,11.48,0.4,N,2,0
22,65100,ALUGADA,3.0,EDUCACAO,E,6000,16.2,0.09,N,4,0
22,66000,ALUGADA,4.0,EDUCACAO,B,6000,9.99,0.09,N,4,0
25,44000,FINANCIADA,4.0,SAUDE,D,5550,14.11,0.13,S,4,1
26,66400,ALUGADA,6.0,SAUDE,A,6000,7.29,0.09,N,4,0
24,67644,ALUGADA,3.0,RENEGOCIACAO,A,6000,6.99,0.09,N,3,0
24,50000,FINANCIADA,8.0,EDUCACAO,C,3000,13.47,0.06,N,2,0
26,62065,ALUGADA,7.0,PESSOAL,B,6000,11.12,0.1,N,3,1
26,44000,FINANCIADA,8.0,SAUDE,G,12000,18.84,0.27,S,3,1
22,68250,ALUGADA,4.0,EDUCACAO,F,6000,19.13,0.09,S,3,0
24,50000,FINANCIADA,2.0,LAZER,A,12500,9.32,0.25,N,2,0
25,68496,ALUGADA,1.0,LAZER,A,6000,8.0,0.09,N,3,0
22,69000,ALUGADA,2.0,LAZER,A,6000,7.49,0.09,N,4,0
22,44000,FINANCIADA,4.0,SAUDE,D,16000,14.74,0.36,S,3,1
23,69000,ALUGADA,7.0,SAUDE,A,6000,7.88,0.09,N,2,0
26,63400,ALUGADA,2.0,PESSOAL,D,6000,15.21,0.09,S,2,1
22,69500,ALUGADA,6.0,RENEGOCIACAO,B,6000,10.65,0.09,N,4,0
22,50000,FINANCIADA,1.0,PESSOAL,E,9800,16.32,0.2,S,3,0
22,69528,ALUGADA,6.0,PESSOAL,C,6000,12.99,0.09,S,3,0
26,69780,ALUGADA,3.0,PESSOAL,A,6000,9.32,0.09,N,3,0
24,69996,ALUGADA,0.0,REFORMA,C,6000,13.06,0.09,N,2,0
26,70000,ALUGADA,3.0,PESSOAL,A,6000,8.49,0.09,N,4,0
21,44000,FINANCIADA,2.0,RENEGOCIACAO,E,15000,16.0,0.34,N,2,1
23,70000,ALUGADA,4.0,EDUCACAO,A,6000,7.49,0.09,N,2,0
22,50000,FINANCIADA,7.0,EDUCACAO,A,6400,8.0,0.13,N,2,0
26,50000,FINANCIADA,10.0,REFORMA,E,15000,16.0,0.3,N,3,0
25,70000,ALUGADA,9.0,EDUCACAO,B,6000,9.25,0.09,N,4,0
26,70000,ALUGADA,4.0,SAUDE,A,6000,6.17,0.09,N,4,0
24,50000,FINANCIADA,4.0,REFORMA,A,6000,9.63,0.12,N,3,0
24,50000,FINANCIADA,1.0,PESSOAL,C,11400,12.53,0.23,N,2,0
23,70000,ALUGADA,4.0,EDUCACAO,B,6000,11.49,0.09,N,4,0
22,70000,ALUGADA,0.0,EDUCACAO,B,6000,11.89,0.09,N,2,0
22,50000,FINANCIADA,7.0,EDUCACAO,B,4000,10.95,0.08,N,4,0
23,50000,FINANCIADA,7.0,LAZER,B,8600,11.26,0.17,N,3,0
26,50000,PROPRIA,4.0,REFORMA,C,10000,13.47,0.2,S,2,0
23,50000,PROPRIA,0.0,SAUDE,A,10200,9.63,0.2,N,4,0
24,50000,FINANCIADA,7.0,LAZER,D,1000,14.42,0.02,N,3,0
23,65074,ALUGADA,0.0,EDUCACAO,D,6000,14.42,0.09,S,3,1
24,50000,OUTROS,0.0,REFORMA,A,5000,7.68,0.1,N,3,0
25,50000,FINANCIADA,5.0,PESSOAL,D,7500,13.8,0.15,S,4,0
24,44000,FINANCIADA,6.0,EDUCACAO,F,7500,16.33,0.17,N,2,1
26,66000,ALUGADA,10.0,LAZER,C,6000,13.49,0.09,S,2,1
23,50000,PROPRIA,0.0,LAZER,B,14000,10.33,0.28,N,2,0
21,72000,ALUGADA,3.0,EDUCACAO,A,6000,5.42,0.08,N,4,0
24,72000,ALUGADA,3.0,EDUCACAO,A,6000,7.66,0.08,N,3,0
25,44000,FINANCIADA,7.0,PESSOAL,B,7500,10.08,0.17,N,2,1
21,44000,FINANCIADA,5.0,LAZER,D,7500,12.92,0.17,N,4,1
25,72000,ALUGADA,1.0,LAZER,B,6000,11.86,0.08,N,3,0
22,50000,PROPRIA,4.0,LAZER,B,16000,9.45,0.32,N,4,0
23,73000,ALUGADA,4.0,SAUDE,B,6000,12.53,0.08,N,4,0
26,50000,FINANCIADA,10.0,SAUDE,C,13000,11.97,0.26,S,3,0
23,73500,ALUGADA,7.0,PESSOAL,D,6000,14.96,0.08,S,4,0
22,50000,PROPRIA,6.0,SAUDE,A,15000,8.63,0.3,N,2,0
23,57800,ALUGADA,2.0,SAUDE,B,6000,10.99,0.09,N,4,1
21,44000,FINANCIADA,5.0,SAUDE,D,6000,12.61,0.14,N,3,1
25,50000,FINANCIADA,9.0,EDUCACAO,A,6400,8.32,0.13,N,3,0
26,50000,FINANCIADA,2.0,PESSOAL,D,20000,13.3,0.4,N,3,0
23,74000,ALUGADA,7.0,EDUCACAO,A,6000,5.79,0.08,N,3,0
25,74500,ALUGADA,3.0,SAUDE,B,6000,9.99,0.08,N,4,0
26,74970,ALUGADA,5.0,SAUDE,A,6000,7.88,0.08,N,2,0
23,75000,ALUGADA,1.0,LAZER,B,6000,12.42,0.08,N,3,0
23,75000,ALUGADA,1.0,PESSOAL,A,6000,6.03,0.08,N,4,0
23,75000,ALUGADA,1.0,LAZER,A,6000,6.99,0.08,N,4,0
23,50004,FINANCIADA,7.0,EDUCACAO,A,2700,5.99,0.05,N,2,0
23,69000,ALUGADA,7.0,RENEGOCIACAO,D,6000,16.02,0.09,S,2,1
25,50004,PROPRIA,1.0,LAZER,A,10000,7.29,0.2,N,3,0
23,75000,ALUGADA,4.0,PESSOAL,C,6000,13.98,0.08,S,2,0
23,75000,ALUGADA,0.0,SAUDE,B,6000,11.48,0.08,N,2,0
24,50004,PROPRIA,2.0,SAUDE,B,10000,11.12,0.2,N,2,0
22,50004,FINANCIADA,5.0,EDUCACAO,D,14000,15.58,0.28,N,4,0
23,78000,ALUGADA,0.0,SAUDE,B,6000,9.99,0.08,N,2,0
25,78000,ALUGADA,1.0,PESSOAL,A,6000,9.63,0.08,N,4,0
23,50004,FINANCIADA,7.0,PESSOAL,B,16000,11.83,0.32,N,2,0
22,50004,PROPRIA,0.0,LAZER,C,5000,14.26,0.1,S,4,0
26,50004,FINANCIADA,10.0,PESSOAL,A,5000,9.32,0.1,N,2,0
22,44004,FINANCIADA,3.0,LAZER,D,9000,14.11,0.2,S,3,1
25,80000,ALUGADA,5.0,LAZER,A,6000,8.0,0.07,N,4,0
24,80490,ALUGADA,8.0,REFORMA,B,6000,10.59,0.07,N,3,0
22,50004,FINANCIADA,0.0,EDUCACAO,A,12000,7.37,0.24,N,2,0
22,44004,FINANCIADA,0.0,RENEGOCIACAO,E,11000,15.68,0.25,N,4,1
23,80607,ALUGADA,2.0,SAUDE,B,6000,12.21,0.07,N,2,0
22,50004,FINANCIADA,6.0,EDUCACAO,C,2500,12.53,0.05,N,2,0
26,50004,FINANCIADA,10.0,EDUCACAO,A,5000,9.32,0.1,N,2,0
25,82000,ALUGADA,0.0,PESSOAL,B,6000,9.91,0.07,N,2,0
26,82000,ALUGADA,8.0,REFORMA,A,6000,7.88,0.07,N,3,0
23,50004,FINANCIADA,8.0,EDUCACAO,C,2000,11.91,0.04,S,2,0
26,50004,PROPRIA,2.0,REFORMA,D,11000,13.87,0.22,S,4,0
23,84000,ALUGADA,5.0,LAZER,A,6000,6.99,0.07,N,3,0
21,50031,FINANCIADA,5.0,PESSOAL,A,2000,5.99,0.04,N,2,0
25,84000,ALUGADA,2.0,LAZER,A,6000,8.94,0.07,N,2,0
23,50052,PROPRIA,8.0,PESSOAL,B,15000,9.63,0.3,N,4,0
24,84996,ALUGADA,1.0,SAUDE,A,6000,6.03,0.07,N,3,0
23,50129,FINANCIADA,7.0,LAZER,A,11400,7.29,0.23,N,2,0
25,85000,ALUGADA,4.0,SAUDE,B,6000,10.0,0.07,N,3,0
23,50205,FINANCIADA,7.0,RENEGOCIACAO,A,5300,5.42,0.11,N,4,0
25,73000,ALUGADA,2.0,RENEGOCIACAO,D,6000,14.96,0.08,N,4,1
21,86000,ALUGADA,5.0,EDUCACAO,B,6000,10.0,0.07,N,4,0
25,50280,FINANCIADA,0.0,REFORMA,A,10000,9.63,0.2,N,2,0
22,50285,FINANCIADA,6.0,RENEGOCIACAO,C,7000,13.11,0.14,S,4,0
25,50300,FINANCIADA,3.0,REFORMA,E,1000,18.39,0.02,S,3,0
22,86000,ALUGADA,6.0,SAUDE,A,6000,5.42,0.07,N,3,0
22,50364,FINANCIADA,6.0,EDUCACAO,A,6000,6.03,0.12,N,3,0
23,50400,FINANCIADA,7.0,EDUCACAO,A,8375,7.51,0.17,N,2,0
26,50400,FINANCIADA,3.0,REFORMA,B,24000,9.91,0.48,N,3,0
22,50400,FINANCIADA,0.0,LAZER,A,12000,7.9,0.24,N,3,0
25,50400,FINANCIADA,4.0,LAZER,C,3000,14.65,0.06,N,3,0
24,89772,ALUGADA,8.0,SAUDE,C,6000,13.92,0.07,S,3,0
25,90000,ALUGADA,9.0,REFORMA,C,6000,13.49,0.07,N,4,0
26,78000,ALUGADA,5.0,PESSOAL,C,6000,12.68,0.08,N,2,1
25,44400,FINANCIADA,9.0,LAZER,C,6000,12.99,0.14,N,4,1
23,50400,PROPRIA,7.0,EDUCACAO,D,7000,15.99,0.14,N,2,0
23,50400,FINANCIADA,7.0,EDUCACAO,B,2500,10.99,0.05,N,4,0
23,50400,FINANCIADA,4.0,LAZER,A,11200,7.42,0.22,N,3,0
25,90000,ALUGADA,4.0,REFORMA,A,6000,7.88,0.07,N,3,0
23,90000,ALUGADA,3.0,PESSOAL,B,6000,10.25,0.07,N,3,0
24,79650,ALUGADA,4.0,PESSOAL,E,6000,16.35,0.08,S,3,1
23,92000,ALUGADA,4.0,LAZER,B,6000,12.42,0.07,N,3,0
26,81000,ALUGADA,10.0,PESSOAL,A,6000,7.51,0.07,N,2,1
25,50400,FINANCIADA,5.0,REFORMA,B,12000,9.62,0.24,N,4,0
22,50400,FINANCIADA,6.0,EDUCACAO,D,12000,14.09,0.24,N,2,0
26,95000,ALUGADA,0.0,SAUDE,B,6000,10.99,0.06,N,2,0
24,95000,ALUGADA,3.0,REFORMA,B,6000,10.99,0.06,N,4,0
25,50400,PROPRIA,0.0,REFORMA,D,6000,14.59,0.12,N,2,0
26,50400,PROPRIA,0.0,LAZER,B,6725,10.62,0.13,N,4,0
25,96000,ALUGADA,0.0,REFORMA,A,6000,6.99,0.06,N,4,0
24,96500,ALUGADA,0.0,RENEGOCIACAO,A,6000,7.66,0.06,N,2,0
26,98000,ALUGADA,8.0,RENEGOCIACAO,B,6000,10.99,0.06,N,3,0
25,100000,ALUGADA,0.0,PESSOAL,A,6000,5.42,0.06,N,4,0
21,50460,PROPRIA,4.0,LAZER,C,6000,13.49,0.12,N,3,0
24,50496,FINANCIADA,3.0,PESSOAL,B,3000,11.99,0.06,N,3,0
22,100000,ALUGADA,6.0,EDUCACAO,B,6000,11.99,0.06,N,4,0
22,100000,ALUGADA,3.0,EDUCACAO,C,6000,12.98,0.06,S,2,0
25,100000,ALUGADA,9.0,PESSOAL,D,6000,14.42,0.06,S,3,0
26,92000,ALUGADA,0.0,LAZER,D,6000,15.58,0.07,N,3,1
22,105000,ALUGADA,4.0,LAZER,B,6000,9.99,0.06,N,2,0
22,50500,PROPRIA,6.0,LAZER,B,6000,11.83,0.12,N,2,0
22,93000,ALUGADA,6.0,REFORMA,A,6000,8.94,0.06,N,4,1
22,105500,ALUGADA,6.0,EDUCACAO,B,6000,11.99,0.06,N,4,0
23,95000,ALUGADA,7.0,RENEGOCIACAO,D,6000,16.49,0.06,N,4,1
23,50508,PROPRIA,8.0,PESSOAL,B,7500,10.83,0.15,N,4,0
25,50600,PROPRIA,3.0,PESSOAL,A,3000,7.51,0.06,N,2,0
26,50648,FINANCIADA,8.0,PESSOAL,A,8000,6.76,0.16,N,4,0
24,50700,FINANCIADA,8.0,EDUCACAO,A,4500,8.9,0.09,N,4,0
24,120000,ALUGADA,0.0,PESSOAL,B,6000,10.99,0.05,N,3,0
26,120000,ALUGADA,10.0,LAZER,B,6000,9.88,0.05,N,2,0
26,125000,ALUGADA,3.0,EDUCACAO,B,6000,12.53,0.05,N,2,0
26,140000,ALUGADA,2.0,RENEGOCIACAO,B,6000,11.36,0.04,N,4,0
25,150000,ALUGADA,3.0,REFORMA,C,6000,13.48,0.04,N,2,0
22,50750,FINANCIADA,2.0,SAUDE,B,10000,9.63,0.2,N,4,0
26,38000,ALUGADA,0.0,RENEGOCIACAO,B,6025,10.99,0.16,N,3,0
23,42000,ALUGADA,7.0,EDUCACAO,B,6025,9.63,0.14,N,4,0
25,50000,ALUGADA,9.0,REFORMA,B,6075,10.0,0.12,N,2,0
25,50988,PROPRIA,9.0,REFORMA,B,4200,9.99,0.08,N,3,0
22,51000,PROPRIA,0.0,LAZER,A,16000,7.9,0.31,N,3,0
25,19200,ALUGADA,3.0,RENEGOCIACAO,B,6150,11.46,0.32,N,3,1
24,35713,ALUGADA,1.0,SAUDE,C,6150,11.03,0.17,S,3,0
24,45000,FINANCIADA,0.0,LAZER,C,10625,14.27,0.24,S,2,1
24,77385,ALUGADA,5.0,RENEGOCIACAO,A,6150,5.99,0.08,N,4,0
23,51000,FINANCIADA,5.0,RENEGOCIACAO,A,4000,6.03,0.08,N,2,0
23,51000,FINANCIADA,7.0,LAZER,A,10000,6.03,0.2,N,3,0
23,19200,ALUGADA,1.0,SAUDE,G,6200,19.82,0.32,N,3,1
26,51000,FINANCIADA,11.0,REFORMA,B,9000,9.99,0.18,N,3,0
26,20000,ALUGADA,9.0,EDUCACAO,A,6200,5.99,0.31,N,4,1
23,51000,PROPRIA,7.0,PESSOAL,A,6000,5.42,0.12,N,4,0
24,26000,ALUGADA,2.0,REFORMA,D,6200,14.11,0.24,N,4,1
22,51000,FINANCIADA,3.0,RENEGOCIACAO,A,10000,8.49,0.2,N,3,0
22,29004,ALUGADA,6.0,RENEGOCIACAO,C,6200,15.23,0.21,S,4,0
26,39996,ALUGADA,2.0,RENEGOCIACAO,C,6200,13.79,0.16,N,2,0
22,40000,ALUGADA,2.0,EDUCACAO,B,6200,12.69,0.15,N,3,0
23,42500,ALUGADA,1.0,PESSOAL,C,6200,13.92,0.15,N,2,0
22,45000,ALUGADA,7.0,EDUCACAO,C,6200,13.79,0.14,N,3,0
23,51000,FINANCIADA,2.0,PESSOAL,A,8000,7.49,0.16,N,3,0
26,51000,FINANCIADA,2.0,SAUDE,A,4000,5.99,0.08,N,4,0
22,46200,ALUGADA,5.0,EDUCACAO,B,6200,12.42,0.13,N,3,0
26,51000,FINANCIADA,10.0,SAUDE,A,15825,6.99,0.31,N,3,0
25,51000,FINANCIADA,6.0,EDUCACAO,C,3000,13.99,0.06,N,2,0
23,51000,FINANCIADA,2.0,RENEGOCIACAO,A,2400,7.49,0.05,N,3,0
23,56000,ALUGADA,4.0,PESSOAL,A,6200,8.49,0.11,N,2,0
23,60000,ALUGADA,1.0,RENEGOCIACAO,B,6200,10.65,0.1,N,3,0
25,51000,FINANCIADA,0.0,PESSOAL,A,4200,7.29,0.08,N,2,0
26,51000,FINANCIADA,3.0,RENEGOCIACAO,A,12000,7.29,0.24,N,4,0
23,45000,FINANCIADA,6.0,SAUDE,B,5000,10.74,0.11,N,2,1
25,51000,FINANCIADA,6.0,PESSOAL,E,16750,16.4,0.33,N,4,0
24,65000,ALUGADA,0.0,LAZER,A,6200,8.9,0.1,N,2,0
26,69000,ALUGADA,7.0,EDUCACAO,A,6200,7.88,0.09,N,3,0
22,51000,FINANCIADA,6.0,SAUDE,A,6000,5.79,0.12,N,2,0
26,51000,FINANCIADA,2.0,RENEGOCIACAO,A,12000,6.17,0.24,N,4,0
22,72000,ALUGADA,4.0,PESSOAL,A,6200,5.99,0.09,N,2,0
25,51000,FINANCIADA,7.0,RENEGOCIACAO,C,7600,12.23,0.15,N,3,0
